"(0, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(5, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(0, 4)","(4, 4)","(5, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)"
1.0,1.0,-0.04,-0.04,1.0,-0.04,-1.0,-0.04,1.0,-1.0,-0.04,-0.04,-1.0,-0.04,1.0,-0.04,-0.04,-0.04,-0.04,-1.0,-0.04,1.0,-0.04,-1.0,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
1.88704,1.88704,0.02336,0.02336,1.88704,-0.7369600000000001,-1.13464,0.752,1.06336,-0.4059999999999999,-0.0796,-0.93496,-1.0396,0.752,1.7840799999999999,-0.07168,-0.0796,-0.0796,-0.93496,-1.13464,0.752,1.7840799999999999,-0.0796,-1.13464,-0.17464000000000002,-0.0796,-0.0796,-0.0796,-0.0796,-0.17464000000000002,-0.0796
2.6083936000000003,2.68366528,0.16763072,0.16763072,2.68366528,-0.75969832,-0.6093064,1.44747896,1.77530464,0.41414768000000013,-0.8613277600000001,-0.98357296,-1.7586013600000001,0.87588464,2.48034304,0.03965936000000001,-0.11880399999999999,-0.20348464000000002,-0.98357296,-0.44229736,1.43728592,2.3886056800000004,-0.11880399999999999,-0.53403472,-0.23266192000000002,-0.11880399999999999,-0.11880399999999999,-0.11880399999999999,-0.12821296000000001,-0.23266192000000002,-0.12821296000000001
3.2488685639200003,3.40774120576,0.37504183424,0.37504183424,3.40774120576,-0.34961115064000003,-0.011291720320000032,2.20089672752,2.01275621128,1.2074641424,-0.9059615140000002,-1.5132785900800003,-1.73306309032,1.4374937012,3.0550705436800003,0.2688827957600001,-0.29819287912000003,-0.2516114704,-1.49674469512,0.18125558936000008,2.0444602222400006,2.8726684451200004,-0.15761596,0.062427481280000086,-0.21744763168000006,-0.15761596,-0.15761596,-0.15854744703999998,-0.17633979040000003,-0.21744763168000006,-0.17727127744000004
3.8601303865393604,4.07342655592192,0.6315286536780799,0.6315286536780799,4.07342655592192,0.18300475544863998,0.59217774746624,2.85707601956696,2.5556466522916,1.9380089351571201,-1.3026492422896003,-1.43861338341472,-2.1288055921357603,1.6849816572164003,3.5885471437936007,0.5768883004064002,-0.3445704544828,-0.45089287625056007,-1.4195511997563999,0.7794686757795206,2.54378571300608,3.280245489778961,-0.30737672034304,0.6038655011244805,-0.19574584662208003,-0.1960398004,-0.19677753813568,-0.19863119734527998,-0.21688462679008005,-0.19574584662208003,-0.21947602373536004
4.821529082673967,4.9122735872635594,3.5016841875811586,3.31119650571842,4.821285945906985,3.0939663339277463,1.1790070795381329,3.4977884478661863,3.492138728275586,2.60987960145127,-0.16644523362940486,0.0892907473851513,1.2871946666033987,3.1323057553635727,4.0660544636891895,3.318736525953204,-0.3621932322542903,-0.4999609196572403,0.22605186882005637,1.2586588676674118,3.204041040274822,3.635687530829585,-0.2561241125447219,1.0550821304965532,2.5983582737006747,-0.23415243843183234,-0.23422547446766465,-0.23517678727782398,-0.23797386662912323,0.39506177248857,-0.23613767569007396
5.773313791847228,5.723116822590584,4.542909149782557,4.434075377290579,5.5541438583468,4.201675401410904,1.895809935575425,4.312964116086297,4.427013455061548,3.3352146302456838,2.402783042332594,1.0047278008586267,2.089186504482143,3.650644097240195,4.858968321092199,3.798626281337643,-0.3282035581746613,-0.3675133870003347,1.1066692301995122,1.972306001577726,3.664855428693041,4.465256909582766,-0.27616130552186613,1.8992911039131846,3.201155124432557,-0.27181814461506143,-0.2718253751826088,-0.27207157965939954,0.22577009821838098,0.7486880046636697,2.0336332383539855
6.715580653928756,6.526280536420754,5.38073086137131,5.2368288605141995,6.278928426181321,5.136115571504651,2.703020815847318,5.118668039164803,5.2270293513956005,4.059254432599311,3.6250704913933673,1.9061864541103957,2.8767493978521306,4.44183553651231,5.5857806777842285,4.580549592748039,-0.3275957315456426,-0.23685299110236085,1.8384560709830429,2.4592375593078626,4.445621638509911,5.229461831560801,-0.30995990902845816,2.407509676131117,4.001427648995779,-0.30910067899509797,-0.3091013948212852,-0.3091558699171873,0.5976633791408658,1.6879194846199066,2.7707646616093333
7.648424847389468,7.321664093828207,6.178982445909162,5.969803427917419,6.996391416554888,6.054814380259421,3.5102966067443377,5.913889151402286,6.026419160409003,4.77664369119027,4.575397970236557,2.7444726551863803,3.6824392640901724,5.144878720964752,6.317154424601885,5.30352120695696,-0.3413686714926911,-0.1341918065463535,2.3745214883865096,3.2041385741860466,5.145119536501106,5.991349517528793,-0.34617979975175234,3.155417132887412,4.736218565783717,-0.3460097430719395,-0.34600981393873204,-0.3460211669420609,1.4151695808888574,2.2002220395301144,3.5705404284813524
8.571940598915575,8.109077733589759,6.967092721337438,6.683163080639121,7.706672477578242,6.964498466845831,4.303022364841752,6.702892823260121,6.804862463431127,5.486917452767146,5.480080181082332,3.5576807987398618,4.464845994149572,5.877011520009603,7.037577897148942,6.02921763194788,-0.36125488872925327,-0.05194618380684873,3.0973168652505403,3.9014873851288048,5.8735396253644625,6.739083055384131,-0.382583316863823,3.8562066070773175,5.486420752051246,-0.3825496526570325,-0.38254965967284504,-0.38255196369400385,1.9827794323238441,2.9526756601744815,4.282390588433839
9.486221192926418,8.91493044004088,7.745813128295178,7.386950892208514,8.528278322505486,7.864461516678206,5.2940923989364785,7.482070163002104,7.855205208681684,6.1900942578898634,6.370621122744296,4.721080045339663,5.242725655578213,6.593690329549395,7.752478380585753,6.74413574484894,4.2593165972361335,3.0485533282775776,3.877262606297335,4.619914774897356,6.587178168152743,7.477401979880145,-0.4018653686126056,4.576763491842382,6.22227388841796,-0.41872415682502756,-0.4187241575195931,1.454616021589072,2.69110945045831,4.025732690497529,5.021516794236811
10.391358980997154,9.710038521777648,8.565125723873088,8.177012708081632,9.330004123681032,8.775784022443577,6.2201555931924775,8.322405371666575,8.653074259406475,6.980035094486537,7.286731936849453,5.831453856207675,6.045961836211683,7.334999755798241,8.46040765878935,7.453045004963148,5.729011051839341,4.504616737058827,4.871417061432264,5.327192014517202,7.297597236146889,8.205776921758499,3.2538094020257216,5.286149809822746,6.95120706871085,-0.45453691532553925,-0.4545369153943013,2.379372657037618,3.6812199620647887,4.788688423087205,5.783718618615724
11.287445391187182,10.49959176956732,9.354952307592576,8.968411782155542,10.122557932299882,9.674554334897717,7.143530281265928,9.122800264655195,9.464152056783718,7.771410214663712,8.20912133928797,6.7928441546796465,6.8948239619485125,8.04468922687961,9.164659297076543,8.164038255369425,6.744220845085686,5.627953837330368,5.721750840685681,6.033253996289566,8.00040679045246,8.924996277326457,5.141631014657851,5.991195342003162,7.670473653007557,-0.4899915461790913,-0.48999154618589874,3.3466419960487612,4.481522783573895,5.5381141310017385,6.512024295547583
12.17457093727531,11.28127654513615,10.138768013570573,9.752811415248306,10.907071884112595,10.564647126820452,8.041948102397605,9.919837232964234,10.249230507435772,8.555805104884922,9.107441617141788,7.726001028457105,7.694173614381281,8.75265336253888,9.863074184027278,8.87135440599165,7.686469394275262,6.574063767397646,6.575160153391596,6.730038557132097,8.69927694037261,9.636213730571875,6.319465850210118,6.68882740854441,8.381102282148616,-0.5250916307179744,-0.5250916307186483,4.17200115980818,5.233527902901009,6.258924879901172,7.227978837410368
13.052825227902558,12.055355435059797,10.91318287732746,10.52945759243634,11.683729378853903,11.444313110014635,8.928227488396415,10.705597706121337,11.026641973047495,9.33245034298439,9.99371134635609,8.620078935886026,8.487897873216276,9.452502391141826,10.556331522834126,9.572564618459827,8.584886543781915,7.490894139757047,7.370891632718419,7.422613836822535,9.391813730232299,10.339874486738811,7.298937998607611,7.381750376153716,9.083804313991536,-0.5598407144108614,-0.5598407144109281,4.931010328739618,5.953307029656128,6.966386715785124,7.933036475475546
13.922296975623532,12.821726797493698,11.67988416475448,11.298346271354687,12.452619178210025,12.31471909974152,9.801178319135552,11.483373581250309,11.794732567081063,10.1013388359632,10.86666122107356,9.500512427501217,9.268018934623855,10.578479152862608,11.244096200035191,10.268174724227226,9.466521673984381,8.366724556695267,8.15885240526867,8.145889724716447,10.079100910117202,11.036161117809824,8.204419866399585,8.068406388668361,9.77927050782152,5.629910433443872,3.754511718908414,5.6513592125780985,6.656133070773732,7.663430460678577,8.629415912616105
14.783074005867297,13.580467108877578,12.438794680066728,12.059546950870569,13.213819968649245,13.175933049162667,10.664124910912324,12.252802801350455,12.555000767170355,10.862539478663054,11.72960771820419,10.365018071797513,10.082652042806263,11.332127591459448,11.969142924259765,10.9579366858514,10.331887063927548,9.229317876427018,8.935019810081855,9.183712867290387,10.764347223837973,11.725336683278208,9.081960299342748,8.749567933565322,10.467559618057878,7.386958327271347,5.1792698167057205,6.35062651614326,7.3473512728706325,8.351949250877302,9.31817403315082
15.635243265808624,14.331636867336528,13.190115699507516,12.813135711442575,13.967408740202664,14.028360350694326,11.51722413022511,13.014423392361229,13.30749793989641,11.616128231945487,12.582706928147005,11.219300148764313,10.852237239332,12.08668830933846,12.686277559467507,11.67576093604592,11.18640860191282,10.076518093390563,9.768350461530584,9.925282388793947,11.509557101520027,12.40759078724336,9.941082693900482,9.427858628890371,11.148962280767039,8.396969143333187,6.015191624493195,7.036526258309906,8.029519358723212,9.03304403551527,9.999649422620625
16.478890833150537,15.07530990304809,13.93392014923152,13.55918859310614,14.71346162295339,14.872125530131456,12.36137730136986,13.768303883872562,14.05244184590346,12.362181112165716,13.426860098364129,12.063284367230382,11.614716184102267,12.82985133347911,13.40001430239132,12.385880009997964,12.030533629927463,10.920206865102234,10.535150141287211,10.679169989738071,12.218486271525961,13.086459501961226,10.78796998610725,10.152674494459946,11.823917173552827,9.260141409583994,6.723936738231099,7.712611531254145,8.704015709155291,9.707351706491695,10.674214778722948
17.31410192481903,15.81155921838977,14.670295280732454,14.297780946814102,15.45205397676898,15.707398320173857,13.196764925055538,14.514613538794148,14.78991858543919,13.1007734655879,14.262247721957973,12.89895003038513,12.36891711039731,13.565992260118406,14.109168730498155,13.092226748292495,12.866196506912331,11.748123912196716,11.297193526438186,11.41385226098396,12.925608647172158,13.761245846724819,11.624200692151788,10.852723702181825,12.500158500686558,10.086495965630638,7.399727806923041,8.380677524839312,9.37161766195417,10.380120698642788,11.342317483490088
18.14096090557084,16.540458496377795,15.399316073715692,15.028987377070225,16.18326040703576,16.534280885734386,14.023735250166322,15.253436568503677,15.520022542639206,13.831979895787438,15.089218047059664,13.725244190678689,13.115603209484815,14.294946017916493,14.813625316387219,13.7938015464735,13.692517917282512,12.59008795379017,12.049217992579557,12.1423232852012,13.62679634721771,14.432552850254984,12.451619370520621,11.54901738664432,13.170842048690027,10.897503101667033,9.413650910550228,9.041695338185889,10.036635890392015,11.045167042605788,12.01064691257491
18.95955129651513,17.262080811570467,16.12105765215035,15.75288174303223,16.907154772998815,17.352884634666278,14.84229942614529,15.984875150618965,16.242830782385973,14.555874261738236,15.907782223037731,14.545429190462949,13.854720592905835,15.016851477831583,15.513177259453288,14.49057999243688,14.512638674507452,13.409692072790167,12.796066454572122,12.863522665829795,14.323303987988842,15.100081573323138,13.269894825850834,12.239688791094528,13.83784794150005,11.832486788661841,10.454725336809236,9.699271302151283,10.695026204041405,11.70925661325509,12.673832484125391
19.769955783549978,17.976498710672168,16.835592957782907,16.469537165335446,17.623810195302138,18.16328784886033,15.652869763699911,16.708995893408407,16.958420547870567,15.272529684039235,16.718352560592262,15.355910679040495,14.58668690545138,15.731743867033243,16.20767210504358,15.18237601715808,15.323274264628349,14.221566835271961,13.5339869687048,13.57816404425615,15.014833209163145,15.763778971531682,14.081449005728368,12.925732895014026,14.50094074259879,12.676190702495498,11.401365153308408,10.350916471426748,11.35134642609823,12.368620922457923,13.333501390308708
